1.791000000000000092e-01,7.490999999999999659e+01
1.993000000000000049e-01,7.495999999999999375e+01
3.518999999999999906e-01,8.278000000000000114e+01
3.801999999999999824e-01,8.300000000000000000e+01
4.003999999999999782e-01,7.696999999999999886e+01
4.247000000000000219e-01,8.707999999999999829e+01
4.496999999999999886e-01,9.278000000000000114e+01
4.783000000000000029e-01,8.090999999999999659e+01
5.928999999999999826e-01,1.037999999999999972e+02
6.796999999999999709e-01,9.159999999999999432e+01
7.812000000000000055e-01,1.045000000000000000e+02
8.753999999999999559e-01,1.250999999999999943e+02
1.036999999999999922e+00,1.536999999999999886e+02
1.362999999999999989e+00,1.600000000000000000e+02
1.965000000000000080e+00,1.865000000000000000e+02
