5.314756839680626066e-02,-9.574743238323125266e-03,-1.304933714685590530e-03,-1.409731445318269244e-03,-2.447842170215508775e-03,-2.422517296172667020e-03,-1.908180659439640903e-03,-3.312453182405607471e-03,-2.315007445406780905e-03,-4.641894881500808687e-03,-2.015888878976595470e-03,-7.184519101886119221e-04,-7.655913128302570692e-04,-1.996221418549083747e-04,-1.008166577553516822e-04
-9.574743238323121797e-03,3.586406092629937370e-02,-7.881538884376440785e-04,-8.514496236677567605e-04,-1.478447757939819768e-03,-1.463152040060490414e-03,-1.152502988966930828e-03,-2.000655532614277823e-03,-1.398218238463602280e-03,-2.803611753915903788e-03,-1.217556601337730108e-03,-4.339305976219949286e-04,-4.624018548763080146e-04,-1.205677848235417259e-04,-6.089124676214872277e-05
-1.304933714685589229e-03,-7.881538884376437532e-04,5.032420157256144860e-03,-1.160433541270611035e-04,-2.014964032680293857e-04,-1.994117627242319231e-04,-1.570736644466149757e-04,-2.726676623067189457e-04,-1.905619894386849085e-04,-3.821018913520652705e-04,-1.659397666419165738e-04,-5.914003671703455016e-05,-6.302036045688523612e-05,-1.643208213578702391e-05,-8.298816882225219389e-06
-1.409731445318268593e-03,-8.514496236677576279e-04,-1.160433541270610764e-04,5.329233296356148883e-03,-2.176868911681877224e-04,-2.154418052280920762e-04,-1.696989392431113197e-04,-2.945874683346035375e-04,-2.059063133456347618e-04,-4.127986196955023518e-04,-1.792632418035354004e-04,-6.385650135514500106e-05,-6.808695698235312855e-05,-1.775227436235016958e-05,-8.965375811057474772e-06
-2.447842170215509643e-03,-1.478447757939821720e-03,-2.014964032680294399e-04,-2.176868911681877224e-04,9.271449112422194133e-03,-3.741881515062235445e-04,-2.947315946832829853e-04,-5.116576537922127481e-04,-3.577877313507569546e-04,-7.168452880983837167e-04,-3.112521579189885218e-04,-1.106725611964895750e-04,-1.182599891174653764e-04,-3.082830965658277516e-05,-1.556794772062498490e-05
-2.422517296172666153e-03,-1.463152040060490631e-03,-1.994117627242320858e-04,-2.154418052280920762e-04,-3.741881515062234903e-04,7.544880377399493070e-03,-2.917543215445640584e-04,-5.065109867652179852e-04,-3.543543307998330851e-04,-7.094988912569245203e-04,-3.080124276487850683e-04,-1.093090564043424799e-04,-1.170729333455566645e-04,-3.051301129176814655e-05,-1.540748382169414090e-05
-1.908180659439642421e-03,-1.152502988966931045e-03,-1.570736644466148402e-04,-1.696989392431113197e-04,-2.947315946832828226e-04,-2.917543215445638416e-04,5.779457498178038749e-03,-3.989430455502125466e-04,-2.790683089543731445e-04,-5.588482927042924715e-04,-2.426205297517014677e-04,-8.614290538969721805e-05,-9.220962972459873072e-05,-2.403394564122898292e-05,-1.213613012038103834e-05
-3.312453182405607471e-03,-2.000655532614278257e-03,-2.726676623067187831e-04,-2.945874683346034833e-04,-5.116576537922126397e-04,-5.065109867652179852e-04,-3.989430455502128176e-04,1.153324222395398987e-02,-4.845666938394003445e-04,-9.701499715562883399e-04,-4.211611804518270124e-04,-1.494348739510597613e-04,-1.600858379594116265e-04,-4.172276994503336660e-05,-2.106765874844254737e-05
-2.315007445406780037e-03,-1.398218238463602497e-03,-1.905619894386850711e-04,-2.059063133456348431e-04,-3.577877313507569004e-04,-3.543543307998329225e-04,-2.790683089543729276e-04,-4.845666938394004529e-04,6.062935978689223612e-03,-6.782662699732125823e-04,-2.942717722943132734e-04,-1.036628121618800232e-04,-1.120099081562974958e-04,-2.917212687196090248e-05,-1.472588847601764373e-05
-4.641894881500812156e-03,-2.803611753915903788e-03,-3.821018913520651079e-04,-4.127986196955020807e-04,-7.168452880983843672e-04,-7.094988912569243035e-04,-5.588482927042923631e-04,-9.701499715562885567e-04,-6.782662699732123655e-04,1.441569602870783513e-02,-5.902496854815549206e-04,-2.100452114908042385e-04,-2.242298208104893985e-04,-5.845746488086327593e-05,-2.952135027964467308e-05
